#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名
19,HW.DI010306.PV,F给煤机在遥控方式,30HFB60GH00109,BOOL,,,HW.DI010306.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
20,HW.DI010307.PV,F给煤机出口堵煤,30HFB60GH00112,BOOL,,,HW.DI010307.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
21,HW.DI010308.PV,F给煤机进口堵煤,30HFB60GH00113,BOOL,,,HW.DI010308.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
22,HW.DI010309.PV,F给煤机断煤,30HFB60GH00114,BOOL,,,HW.DI010309.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
23,HW.DI010310.PV,F给煤机控制系统故障,30HFB60GH00115,BOOL,,,HW.DI010310.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
24,HW.DI010312.PV,F磨煤机出口F1气动快关门已开,30HHE61AA0213,BOOL,,,HW.DI010312.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
25,HW.DI010313.PV,F磨煤机出口F1气动快关门已关,30HHE61AA0214,BOOL,,,HW.DI010313.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
26,HW.DI010314.PV,RB后跳F磨输出2,,BOOL,,,HW.DI010314.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
27,HW.DI010315.PV,MFT继电器动作到F磨1,,BOOL,,,HW.DI010315.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
28,HW.AQ010401.PV,F给煤机给煤指令,30HFB60GH00101,FLOAT,,,HW.AQ010401.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
29,HW.AQ010402.PV,F磨煤机进口热风电动调节风门指令,30HFE26AA1010,FLOAT,,,HW.AQ010402.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
30,HW.AQ010403.PV,F磨煤机进口冷风电动调节风门指令,30HFE16AA1010,FLOAT,,,HW.AQ010403.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
31,HW.AQ010405.PV,F磨煤机油站冷却水调阀指令,,FLOAT,,,HW.AQ010405.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
32,HW.AI010501.PV,F给煤机瞬时给煤量,30HFB60GH00102,FLOAT,,,HW.AI010501.PV,,,65,0,0,S001,A001,Y,,20000,65,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
33,HW.AI010502.PV,F磨煤机一次风流量1,30HFE36CF101A,FLOAT,,,HW.AI010502.PV,,,1,-0.5,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
34,HW.AI010503.PV,F磨煤机进口热风电动调节风门位置,30HFE26AA1019,FLOAT,,,HW.AI010503.PV,,,100,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
35,HW.AI010504.PV,F磨煤机进口冷风电动调节风门位置,30HFE16AA1019,FLOAT,,,HW.AI010504.PV,,,100,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
36,HW.AI010505.PV,F磨煤机润滑油压力2,30HFC65CP102,FLOAT,,,HW.AI010505.PV,,,1,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
37,HW.AI010506.PV,F磨煤机润滑油滤网差压,30HFC65CP106,FLOAT,,,HW.AI010506.PV,,,1,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
38,HW.AI010507.PV,F磨煤机润滑油箱液位,30HFC65CL101,FLOAT,,,HW.AI010507.PV,,,450,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
39,HW.DI010601.PV,F磨煤机合位,30HFC60AJ0013,BOOL,,,HW.DI010601.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
40,HW.DI010602.PV,F磨煤机跳位1,30HFC60AJ0014,BOOL,,,HW.DI010602.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
41,HW.DI010603.PV,F磨煤机保护装置故障或接触器异常,30HFC60AJ0015,BOOL,,,HW.DI010603.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
42,HW.DI010604.PV,F磨煤机保护动作或熔断器熔断,30HFC60AJ0017,BOOL,,,HW.DI010604.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
43,HW.DI010605.PV,F磨煤机在开关柜就地控制,30HFC60AJ0016,BOOL,,,HW.DI010605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
44,HW.DI010606.PV,F磨煤机盘车装置脱开,30HFC60DCS03,BOOL,,,HW.DI010606.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
45,HW.DI010607.PV,F磨煤机油箱温度高,30HFC65CT001H,BOOL,,,HW.DI010607.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
46,HW.DI010608.PV,F磨煤机油箱温度低,30HFC65CT001L,BOOL,,,HW.DI010608.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
47,HW.DI010611.PV,F煤层火检丧失火焰三支以上,30FSSS23HFC-I,BOOL,,,HW.DI010611.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
48,HW.DI010613.PV,F磨煤机出口F2气动快关门已开,30HHE62AA0213,BOOL,,,HW.DI010613.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
49,HW.DI010614.PV,F磨煤机出口F2气动快关门已关,30HHE62AA0214,BOOL,,,HW.DI010614.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
50,HW.RT020101.PV,F磨煤机电机线圈温度3,30HFC60CT105,FLOAT,,,HW.RT020101.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
51,HW.RT020102.PV,F磨煤机电机轴承温度1,30HFC60CT115,FLOAT,,,HW.RT020102.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
52,HW.RT020103.PV,F磨煤机油箱温度,30HFC65CT101,FLOAT,,,HW.RT020103.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
53,HW.RT020104.PV,F磨煤机润滑油温度,30HFC65CT102,FLOAT,,,HW.RT020104.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
54,HW.RT020105.PV,F磨煤机减速机轴承温度1,30HFC65CT103,FLOAT,,,HW.RT020105.PV,,,600,-100,0,S001,A001,Y,,20000,75,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
55,HW.RT020106.PV,F磨煤机减速机轴承温度6,30HFC65CT108,FLOAT,,,HW.RT020106.PV,,,600,-100,0,S001,A001,Y,,20000,70,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
56,HW.DQ020201.PV,F磨煤机润滑油站电加热器合闸命令,30HFC65AH0011,BOOL,,,HW.DQ020201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
57,HW.DQ020202.PV,F磨煤机润滑油站电加热器跳闸命令,30HFC65AH0012,BOOL,,,HW.DQ020202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
58,HW.DQ020205.PV,开F给煤机进口电动门,30HFB60AA0411,BOOL,,,HW.DQ020205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
59,HW.DQ020206.PV,关F给煤机进口电动门,30HFB60AA0412,BOOL,,,HW.DQ020206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
60,HW.DQ020207.PV,F磨煤机润滑油泵合闸指令,30HFC65AP0011,BOOL,,,HW.DQ020207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
61,HW.DQ020208.PV,F磨煤机润滑油泵跳闸指令,30HFC65AP0012,BOOL,,,HW.DQ020208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
62,HW.DQ020209.PV,开F给煤机出口电动插板门,30HFB60AA0421,BOOL,,,HW.DQ020209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
63,HW.DQ020210.PV,关F给煤机出口电动插板门,30HFB60AA0422,BOOL,,,HW.DQ020210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
64,HW.DQ020211.PV,开F磨煤机出口气动快关门,30HFW36AA0011,BOOL,,,HW.DQ020211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
65,HW.DQ020212.PV,关F磨煤机出口气动快关门,30HFW36AA0012,BOOL,,,HW.DQ020212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
66,HW.DQ020213.PV,开F磨煤机进口热风气动快关门,30HFE26AA0211,BOOL,,,HW.DQ020213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
67,HW.DQ020214.PV,关F磨煤机进口热风气动快关门,30HFE26AA0212,BOOL,,,HW.DQ020214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
68,HW.TC020301.PV,F磨煤机一次风温度1,30HFE36CT101,FLOAT,,,HW.TC020301.PV,,,1200,-50,0,S001,A001,Y,,20000,300,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
69,HW.DI020401.PV,F给煤机进口电动门已开,30HFB60AA0413,BOOL,,,HW.DI020401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
70,HW.DI020402.PV,F给煤机进口电动门已关,30HFB60AA0414,BOOL,,,HW.DI020402.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
71,HW.DI020403.PV,F给煤机进口电动门力矩故障,30HFB60AA0415,BOOL,,,HW.DI020403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
72,HW.DI020404.PV,F给煤机进口电动门远程模式,30HFB60AA0416,BOOL,,,HW.DI020404.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
73,HW.DI020405.PV,F给煤机出口电动插板门已开,30HFB60AA0423,BOOL,,,HW.DI020405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
74,HW.DI020406.PV,F给煤机出口电动插板门已关,30HFB60AA0424,BOOL,,,HW.DI020406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
75,HW.DI020407.PV,F给煤机出口电动插板门故障,30HFB60AA0425,BOOL,,,HW.DI020407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
76,HW.DI020408.PV,F磨煤机润滑油泵运行,30HFC65AP0013,BOOL,,,HW.DI020408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
77,HW.DI020410.PV,F磨煤机润滑油泵过载,30HFC65AP0015,BOOL,,,HW.DI020410.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
78,HW.DI020411.PV,F磨煤机盘热管加热器运行,30HFC65AH0013,BOOL,,,HW.DI020411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
79,HW.DI020414.PV,RB后跳F磨输出3,,BOOL,,,HW.DI020414.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
80,HW.DI020415.PV,F磨煤机就地动力柜控制电源消失,30HFC65GH0011,BOOL,,,HW.DI020415.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
81,HW.DI020416.PV,F磨润滑油泵就地动力柜就地控制,30HFC65GH0012,BOOL,,,HW.DI020416.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
82,HW.DI020501.PV,F磨煤机密封风与磨碗下部差压低,30HFW26CP002,BOOL,,,HW.DI020501.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
83,HW.DI020502.PV,F磨煤机磨碗上下部差压合适,30HFC60CP001,BOOL,,,HW.DI020502.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
84,HW.DI020503.PV,F磨出口快关门密封风气动门已开,30HFW36AA0013,BOOL,,,HW.DI020503.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
85,HW.DI020504.PV,F磨出口快关门密封风气动门已关,30HFW36AA0014,BOOL,,,HW.DI020504.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
86,HW.DI020505.PV,F磨煤机密封风电动风门已开,30HFW26AA0023,BOOL,,,HW.DI020505.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
87,HW.DI020506.PV,F磨煤机密封风电动风门已关,30HFW26AA0024,BOOL,,,HW.DI020506.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
88,HW.DI020507.PV,F磨煤机密封风电动风门故障,30HFW26AA0025,BOOL,,,HW.DI020507.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
89,HW.DI020508.PV,F磨煤机进口热风气动快关门已开,30HFE26AA0213,BOOL,,,HW.DI020508.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
90,HW.DI020509.PV,F磨煤机进口热风气动快关门已关,30HFE26AA0214,BOOL,,,HW.DI020509.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
91,HW.DI020510.PV,F磨煤机进口冷风气动快关门已开,30HFE16AA0213,BOOL,,,HW.DI020510.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
92,HW.DI020511.PV,F磨煤机进口冷风气动快关门已关,30HFE16AA0214,BOOL,,,HW.DI020511.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
93,HW.DI020514.PV,F磨煤机润滑油流量低,30HFC65CF001,BOOL,,,HW.DI020514.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
94,HW.DI020516.PV,F磨煤机油站冷却水调阀故障,,BOOL,,,HW.DI020516.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
95,HW.AI020601.PV,#3炉F磨煤机润滑油泵电流,30HFC65AP0019,FLOAT,,,HW.AI020601.PV,,,20,0,0,S001,A001,Y,,20000,20,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
96,HW.AI020602.PV,F磨煤机密封风与磨碗下部差压,30HFW26CP101,FLOAT,,,HW.AI020602.PV,,,18,0,0,S001,A001,Y,,20000,18,2,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
97,HW.AI020603.PV,F磨煤机磨碗上下部差压,30HFC60CP102,FLOAT,,,HW.AI020603.PV,,,18,0,0,S001,A001,Y,,20000,18,3.5,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
98,HW.AI020604.PV,F磨煤机出口风道#1角一次风速,30HHE61CP101,FLOAT,,,HW.AI020604.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
99,HW.AI020605.PV,F磨煤机出口风道#2角一次风速,30HHE62CP101,FLOAT,,,HW.AI020605.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
100,HW.AI020606.PV,F磨煤机一次风流量2,30HFE36CF101B,FLOAT,,,HW.AI020606.PV,,,1,-0.5,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
101,HW.AI020607.PV,F磨煤机润滑油压力3,30HFC65CP103,FLOAT,,,HW.AI020607.PV,,,1,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
102,HW.RT030201.PV,F磨煤机电机线圈温度4,30HHE60CT106,FLOAT,,,HW.RT030201.PV,,,600,-100,0,S001,A001,Y,,20000,100,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
103,HW.RT030203.PV,F磨煤机电机轴承温度2,30HFC60CT116,FLOAT,,,HW.RT030203.PV,,,600,-100,0,S001,A001,Y,,20000,70,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
104,HW.RT030204.PV,F磨煤机减速机轴承温度3,30HFC65CT105,FLOAT,,,HW.RT030204.PV,,,600,-100,0,S001,A001,Y,,20000,75,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
105,HW.RT030205.PV,F磨煤机出口温度2,30HFC60CT102,FLOAT,,,HW.RT030205.PV,,,600,-100,0,S001,A001,Y,,20000,90,60,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
106,HW.RT030208.PV,30CRA07机柜温度,,FLOAT,,,HW.RT030208.PV,,,600,-100,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
107,HW.TC030301.PV,F磨煤机一次风温度2,30HFE36CT102,FLOAT,,,HW.TC030301.PV,,,1200,-50,0,S001,A001,Y,,20000,300,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
108,HW.AI030501.PV,F原煤斗煤位,30HFC60CL101,FLOAT,,,HW.AI030501.PV,,,19,0,0,S001,A001,Y,,20000,15,10,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
109,HW.AI030502.PV,F磨煤机电流,30HF60AJ0019,FLOAT,,,HW.AI030502.PV,,,150,0,0,S001,A001,Y,,20000,60,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
110,HW.AI030503.PV,F给煤机电流,30HFB60GH00106,FLOAT,,,HW.AI030503.PV,,,4.9,0,0,S001,A001,Y,,20000,5,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
111,HW.AI030504.PV,F磨煤机润滑油压力,30HFC65CP101,FLOAT,,,HW.AI030504.PV,,,1,0,0,S001,A001,Y,,20000,1,0.15,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
112,HW.AI030505.PV,F磨煤机出口风道#3角一次风速,30HHE63CP101,FLOAT,,,HW.AI030505.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
113,HW.AI030506.PV,F磨煤机出口风道#4角一次风速,30HHE64CP104,FLOAT,,,HW.AI030506.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
114,HW.AI030508.PV,F磨煤机油站冷却水调阀反馈,,FLOAT,,,HW.AI030508.PV,,,100,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
115,HW.DI030601.PV,F磨煤机出口F4气动快关门已开,30HHE64AA0213,BOOL,,,HW.DI030601.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
116,HW.DI030602.PV,F磨煤机出口F4气动快关门已关,30HHE64AA0214,BOOL,,,HW.DI030602.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
117,HW.DI030603.PV,F磨煤机出口F3气动快关门已开,30HHE63AA0213,BOOL,,,HW.DI030603.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
118,HW.DI030604.PV,F磨煤机出口F3气动快关门已关,30HHE63AA0214,BOOL,,,HW.DI030604.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
119,HW.DI030605.PV,F给煤机在容积模式,30HFB60GH00111,BOOL,,,HW.DI030605.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
120,HW.DI030606.PV,F给煤机超温,30HFB60GH00116,BOOL,,,HW.DI030606.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
121,HW.DI030607.PV,F给煤机清扫链自动模式,30HFB60GH00117,BOOL,,,HW.DI030607.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
122,HW.DI030608.PV,F给煤机给煤量偏差大,30HFB60GH00118,BOOL,,,HW.DI030608.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
